Training Start
Compression Rate: 0.8
SNR Value: 10
"epoch: 0, Train Loss: 1.006907, Train Acc: 0.234242, Eval Loss: 0.875600, Eval Acc: 0.492979, PSNR: 3.476247"
"epoch: 47, Train Loss: 0.225658, Train Acc: 0.874234, Eval Loss: 0.222142, Eval Acc: 0.878956, PSNR: 14.522396"
"epoch: 48, Train Loss: 0.224640, Train Acc: 0.875616, Eval Loss: 0.221020, Eval Acc: 0.879153, PSNR: 13.265893"
"epoch: 49, Train Loss: 0.223651, Train Acc: 0.875383, Eval Loss: 0.220199, Eval Acc: 0.879648, PSNR: 14.842983"
"epoch: 50, Train Loss: 0.222642, Train Acc: 0.875783, Eval Loss: 0.219180, Eval Acc: 0.879648, PSNR: 15.449864"
"epoch: 51, Train Loss: 0.221796, Train Acc: 0.875949, Eval Loss: 0.218253, Eval Acc: 0.880044, PSNR: 14.209657"
"epoch: 52, Train Loss: 0.220862, Train Acc: 0.876766, Eval Loss: 0.217382, Eval Acc: 0.880934, PSNR: 14.172430"
"epoch: 53, Train Loss: 0.219882, Train Acc: 0.876982, Eval Loss: 0.216465, Eval Acc: 0.881032, PSNR: 14.126895"
"epoch: 54, Train Loss: 0.219051, Train Acc: 0.877565, Eval Loss: 0.215730, Eval Acc: 0.880142, PSNR: 12.874840"
"epoch: 55, Train Loss: 0.218235, Train Acc: 0.877049, Eval Loss: 0.214886, Eval Acc: 0.881824, PSNR: 15.304020"
"epoch: 56, Train Loss: 0.217371, Train Acc: 0.877965, Eval Loss: 0.213896, Eval Acc: 0.881824, PSNR: 15.915384"
"epoch: 57, Train Loss: 0.216604, Train Acc: 0.877982, Eval Loss: 0.213134, Eval Acc: 0.882812, PSNR: 13.385594"
"epoch: 58, Train Loss: 0.215780, Train Acc: 0.878898, Eval Loss: 0.212222, Eval Acc: 0.882318, PSNR: 15.232333"
"epoch: 59, Train Loss: 0.214892, Train Acc: 0.878848, Eval Loss: 0.211489, Eval Acc: 0.883307, PSNR: 14.116521"
"epoch: 60, Train Loss: 0.214174, Train Acc: 0.878948, Eval Loss: 0.210730, Eval Acc: 0.881922, PSNR: 15.463425"
"epoch: 61, Train Loss: 0.213405, Train Acc: 0.879481, Eval Loss: 0.210030, Eval Acc: 0.883307, PSNR: 14.596804"
"epoch: 62, Train Loss: 0.212605, Train Acc: 0.879947, Eval Loss: 0.209281, Eval Acc: 0.883801, PSNR: 15.059435"
"epoch: 63, Train Loss: 0.211866, Train Acc: 0.879964, Eval Loss: 0.208316, Eval Acc: 0.885878, PSNR: 16.283474"
"epoch: 64, Train Loss: 0.211101, Train Acc: 0.880164, Eval Loss: 0.207724, Eval Acc: 0.884395, PSNR: 14.746449"
"epoch: 65, Train Loss: 0.210464, Train Acc: 0.880997, Eval Loss: 0.207110, Eval Acc: 0.885186, PSNR: 15.331994"
"epoch: 66, Train Loss: 0.209712, Train Acc: 0.881297, Eval Loss: 0.206308, Eval Acc: 0.885186, PSNR: 14.280184"
"epoch: 67, Train Loss: 0.209080, Train Acc: 0.881197, Eval Loss: 0.205661, Eval Acc: 0.885581, PSNR: 16.563770"
"epoch: 68, Train Loss: 0.208308, Train Acc: 0.881646, Eval Loss: 0.204913, Eval Acc: 0.885878, PSNR: 15.251747"
"epoch: 69, Train Loss: 0.207591, Train Acc: 0.881830, Eval Loss: 0.204032, Eval Acc: 0.886768, PSNR: 16.073767"
"epoch: 70, Train Loss: 0.206944, Train Acc: 0.882479, Eval Loss: 0.203606, Eval Acc: 0.887460, PSNR: 16.486476"
"epoch: 71, Train Loss: 0.206288, Train Acc: 0.882746, Eval Loss: 0.202999, Eval Acc: 0.886768, PSNR: 15.058196"
"epoch: 72, Train Loss: 0.205607, Train Acc: 0.882180, Eval Loss: 0.202503, Eval Acc: 0.885285, PSNR: 16.463579"
"epoch: 73, Train Loss: 0.204990, Train Acc: 0.883196, Eval Loss: 0.201502, Eval Acc: 0.886076, PSNR: 15.589589"
"epoch: 74, Train Loss: 0.204301, Train Acc: 0.883429, Eval Loss: 0.200978, Eval Acc: 0.886768, PSNR: 16.851188"
"epoch: 75, Train Loss: 0.203728, Train Acc: 0.883096, Eval Loss: 0.200421, Eval Acc: 0.887164, PSNR: 15.428545"
"epoch: 76, Train Loss: 0.203081, Train Acc: 0.883612, Eval Loss: 0.199863, Eval Acc: 0.887856, PSNR: 16.028726"
"epoch: 77, Train Loss: 0.202497, Train Acc: 0.884062, Eval Loss: 0.199304, Eval Acc: 0.887955, PSNR: 16.188839"
"epoch: 78, Train Loss: 0.201894, Train Acc: 0.884312, Eval Loss: 0.198560, Eval Acc: 0.888054, PSNR: 16.231297"
"epoch: 79, Train Loss: 0.201344, Train Acc: 0.883445, Eval Loss: 0.198038, Eval Acc: 0.886966, PSNR: 14.993627"
"epoch: 80, Train Loss: 0.200741, Train Acc: 0.884112, Eval Loss: 0.197432, Eval Acc: 0.888350, PSNR: 16.324924"
"epoch: 81, Train Loss: 0.200090, Train Acc: 0.884395, Eval Loss: 0.196774, Eval Acc: 0.887955, PSNR: 15.960914"
"epoch: 82, Train Loss: 0.199596, Train Acc: 0.884162, Eval Loss: 0.196343, Eval Acc: 0.888548, PSNR: 15.962111"
"epoch: 83, Train Loss: 0.199021, Train Acc: 0.884861, Eval Loss: 0.195653, Eval Acc: 0.888153, PSNR: 18.311161"
"epoch: 84, Train Loss: 0.198395, Train Acc: 0.885078, Eval Loss: 0.195073, Eval Acc: 0.889834, PSNR: 14.989439"
"epoch: 85, Train Loss: 0.197857, Train Acc: 0.885095, Eval Loss: 0.194738, Eval Acc: 0.888548, PSNR: 14.209290"
"epoch: 86, Train Loss: 0.197260, Train Acc: 0.885894, Eval Loss: 0.194036, Eval Acc: 0.888153, PSNR: 17.982899"
"epoch: 87, Train Loss: 0.196780, Train Acc: 0.885628, Eval Loss: 0.193525, Eval Acc: 0.888845, PSNR: 16.307633"
"epoch: 88, Train Loss: 0.196265, Train Acc: 0.885994, Eval Loss: 0.193120, Eval Acc: 0.888350, PSNR: 16.260136"
"epoch: 89, Train Loss: 0.195791, Train Acc: 0.885994, Eval Loss: 0.192577, Eval Acc: 0.889142, PSNR: 15.491883"
"epoch: 90, Train Loss: 0.195261, Train Acc: 0.886044, Eval Loss: 0.191908, Eval Acc: 0.887955, PSNR: 15.956723"
"epoch: 91, Train Loss: 0.194704, Train Acc: 0.886144, Eval Loss: 0.191428, Eval Acc: 0.889142, PSNR: 16.519469"
"epoch: 92, Train Loss: 0.194081, Train Acc: 0.886727, Eval Loss: 0.191123, Eval Acc: 0.889241, PSNR: 16.212137"
"epoch: 93, Train Loss: 0.193750, Train Acc: 0.886527, Eval Loss: 0.190471, Eval Acc: 0.888449, PSNR: 16.996570"
"epoch: 94, Train Loss: 0.193131, Train Acc: 0.887293, Eval Loss: 0.189957, Eval Acc: 0.889735, PSNR: 17.671588"
"epoch: 95, Train Loss: 0.192695, Train Acc: 0.886894, Eval Loss: 0.189434, Eval Acc: 0.890526, PSNR: 17.221055"
"epoch: 96, Train Loss: 0.192174, Train Acc: 0.887360, Eval Loss: 0.189112, Eval Acc: 0.889142, PSNR: 16.863021"
"epoch: 97, Train Loss: 0.191682, Train Acc: 0.887193, Eval Loss: 0.188664, Eval Acc: 0.890625, PSNR: 16.812015"
"epoch: 98, Train Loss: 0.191246, Train Acc: 0.887993, Eval Loss: 0.188316, Eval Acc: 0.889735, PSNR: 16.615446"
"epoch: 99, Train Loss: 0.190815, Train Acc: 0.888176, Eval Loss: 0.187493, Eval Acc: 0.890032, PSNR: 16.792546"
