Training Start
Compression Rate: 0.8
SNR Value: 3
"epoch: 46, Train Loss: 0.229039, Train Acc: 0.870319, Eval Loss: 0.225184, Eval Acc: 0.874703, PSNR: 14.280449"
"epoch: 47, Train Loss: 0.228097, Train Acc: 0.871302, Eval Loss: 0.224387, Eval Acc: 0.874011, PSNR: 14.975548"
"epoch: 48, Train Loss: 0.227212, Train Acc: 0.870936, Eval Loss: 0.223391, Eval Acc: 0.875692, PSNR: 13.196400"
"epoch: 49, Train Loss: 0.226263, Train Acc: 0.872518, Eval Loss: 0.222525, Eval Acc: 0.875099, PSNR: 15.234403"
"epoch: 50, Train Loss: 0.225397, Train Acc: 0.872168, Eval Loss: 0.221486, Eval Acc: 0.875890, PSNR: 13.986573"
"epoch: 51, Train Loss: 0.224260, Train Acc: 0.873567, Eval Loss: 0.220700, Eval Acc: 0.878263, PSNR: 12.956922"
"epoch: 52, Train Loss: 0.223560, Train Acc: 0.872551, Eval Loss: 0.219995, Eval Acc: 0.876187, PSNR: 14.229636"
"epoch: 53, Train Loss: 0.222676, Train Acc: 0.873201, Eval Loss: 0.218917, Eval Acc: 0.878066, PSNR: 16.143678"
"epoch: 54, Train Loss: 0.221861, Train Acc: 0.874084, Eval Loss: 0.218568, Eval Acc: 0.876187, PSNR: 13.567563"
"epoch: 55, Train Loss: 0.220964, Train Acc: 0.874500, Eval Loss: 0.217466, Eval Acc: 0.878263, PSNR: 15.496784"
"epoch: 56, Train Loss: 0.220041, Train Acc: 0.873717, Eval Loss: 0.216602, Eval Acc: 0.875890, PSNR: 14.659094"
"epoch: 57, Train Loss: 0.219388, Train Acc: 0.874850, Eval Loss: 0.216085, Eval Acc: 0.878066, PSNR: 12.836676"
"epoch: 58, Train Loss: 0.218588, Train Acc: 0.874883, Eval Loss: 0.215146, Eval Acc: 0.879351, PSNR: 15.663895"
"epoch: 59, Train Loss: 0.217945, Train Acc: 0.875416, Eval Loss: 0.214312, Eval Acc: 0.877571, PSNR: 14.776593"
"epoch: 60, Train Loss: 0.216991, Train Acc: 0.875483, Eval Loss: 0.213383, Eval Acc: 0.878461, PSNR: 15.187593"
"epoch: 61, Train Loss: 0.216407, Train Acc: 0.875850, Eval Loss: 0.212701, Eval Acc: 0.883208, PSNR: 15.706102"
"epoch: 62, Train Loss: 0.215647, Train Acc: 0.876049, Eval Loss: 0.212007, Eval Acc: 0.878758, PSNR: 15.112802"
"epoch: 63, Train Loss: 0.214878, Train Acc: 0.875933, Eval Loss: 0.211489, Eval Acc: 0.880142, PSNR: 15.132801"
"epoch: 64, Train Loss: 0.214205, Train Acc: 0.877382, Eval Loss: 0.210606, Eval Acc: 0.881922, PSNR: 16.705990"
"epoch: 65, Train Loss: 0.213532, Train Acc: 0.877066, Eval Loss: 0.209618, Eval Acc: 0.881626, PSNR: 16.384010"
"epoch: 66, Train Loss: 0.212716, Train Acc: 0.877682, Eval Loss: 0.209305, Eval Acc: 0.881527, PSNR: 16.742263"
"epoch: 67, Train Loss: 0.212185, Train Acc: 0.877715, Eval Loss: 0.208513, Eval Acc: 0.881922, PSNR: 15.521801"
"epoch: 68, Train Loss: 0.211322, Train Acc: 0.877815, Eval Loss: 0.207766, Eval Acc: 0.882219, PSNR: 16.944351"
"epoch: 69, Train Loss: 0.210667, Train Acc: 0.878098, Eval Loss: 0.207077, Eval Acc: 0.882417, PSNR: 15.417676"
"epoch: 70, Train Loss: 0.210216, Train Acc: 0.878298, Eval Loss: 0.206950, Eval Acc: 0.880439, PSNR: 16.952475"
"epoch: 71, Train Loss: 0.209646, Train Acc: 0.877649, Eval Loss: 0.205947, Eval Acc: 0.881824, PSNR: 14.333208"
"epoch: 72, Train Loss: 0.208738, Train Acc: 0.878815, Eval Loss: 0.205343, Eval Acc: 0.882615, PSNR: 14.570167"
"epoch: 73, Train Loss: 0.208383, Train Acc: 0.878731, Eval Loss: 0.204930, Eval Acc: 0.882911, PSNR: 15.543015"
"epoch: 74, Train Loss: 0.207688, Train Acc: 0.879248, Eval Loss: 0.204028, Eval Acc: 0.883010, PSNR: 15.362423"
"epoch: 75, Train Loss: 0.207210, Train Acc: 0.879631, Eval Loss: 0.203243, Eval Acc: 0.884593, PSNR: 15.735554"
"epoch: 76, Train Loss: 0.206515, Train Acc: 0.879897, Eval Loss: 0.203013, Eval Acc: 0.885878, PSNR: 15.563327"
"epoch: 77, Train Loss: 0.205891, Train Acc: 0.880530, Eval Loss: 0.202262, Eval Acc: 0.885384, PSNR: 16.735127"
"epoch: 78, Train Loss: 0.205433, Train Acc: 0.879081, Eval Loss: 0.201857, Eval Acc: 0.885680, PSNR: 15.186571"
"epoch: 79, Train Loss: 0.204801, Train Acc: 0.879664, Eval Loss: 0.201310, Eval Acc: 0.885779, PSNR: 16.717051"
"epoch: 80, Train Loss: 0.204258, Train Acc: 0.879897, Eval Loss: 0.200538, Eval Acc: 0.885087, PSNR: 15.383625"
"epoch: 81, Train Loss: 0.203406, Train Acc: 0.880097, Eval Loss: 0.200039, Eval Acc: 0.885384, PSNR: 16.466464"
"epoch: 82, Train Loss: 0.202874, Train Acc: 0.881197, Eval Loss: 0.199523, Eval Acc: 0.883604, PSNR: 15.265503"
"epoch: 83, Train Loss: 0.202602, Train Acc: 0.881180, Eval Loss: 0.198909, Eval Acc: 0.884988, PSNR: 15.573684"
"epoch: 84, Train Loss: 0.201951, Train Acc: 0.881163, Eval Loss: 0.198487, Eval Acc: 0.884889, PSNR: 15.300779"
"epoch: 85, Train Loss: 0.201419, Train Acc: 0.881663, Eval Loss: 0.197945, Eval Acc: 0.885384, PSNR: 16.670859"
"epoch: 86, Train Loss: 0.200851, Train Acc: 0.881363, Eval Loss: 0.197520, Eval Acc: 0.887460, PSNR: 16.667574"
"epoch: 87, Train Loss: 0.200322, Train Acc: 0.882763, Eval Loss: 0.197032, Eval Acc: 0.885186, PSNR: 17.481483"
"epoch: 88, Train Loss: 0.199704, Train Acc: 0.882979, Eval Loss: 0.196308, Eval Acc: 0.885581, PSNR: 16.287051"
"epoch: 89, Train Loss: 0.199334, Train Acc: 0.882346, Eval Loss: 0.196010, Eval Acc: 0.883999, PSNR: 17.187614"
"epoch: 90, Train Loss: 0.198819, Train Acc: 0.882229, Eval Loss: 0.195545, Eval Acc: 0.885285, PSNR: 17.579954"
"epoch: 91, Train Loss: 0.198520, Train Acc: 0.882296, Eval Loss: 0.194599, Eval Acc: 0.888647, PSNR: 18.030109"
"epoch: 92, Train Loss: 0.197930, Train Acc: 0.882779, Eval Loss: 0.194390, Eval Acc: 0.885285, PSNR: 17.099329"
"epoch: 93, Train Loss: 0.197367, Train Acc: 0.882613, Eval Loss: 0.193757, Eval Acc: 0.885483, PSNR: 15.311852"
"epoch: 94, Train Loss: 0.196962, Train Acc: 0.882379, Eval Loss: 0.193188, Eval Acc: 0.888054, PSNR: 17.724366"
"epoch: 95, Train Loss: 0.196345, Train Acc: 0.883212, Eval Loss: 0.193238, Eval Acc: 0.885680, PSNR: 15.865859"
"epoch: 96, Train Loss: 0.196039, Train Acc: 0.883029, Eval Loss: 0.192585, Eval Acc: 0.884098, PSNR: 17.937746"
"epoch: 97, Train Loss: 0.195577, Train Acc: 0.883246, Eval Loss: 0.192220, Eval Acc: 0.887460, PSNR: 16.122184"
"epoch: 98, Train Loss: 0.195079, Train Acc: 0.882796, Eval Loss: 0.191555, Eval Acc: 0.887065, PSNR: 18.442194"
"epoch: 99, Train Loss: 0.194493, Train Acc: 0.882946, Eval Loss: 0.191108, Eval Acc: 0.886076, PSNR: 18.713252"
Training Start
Compression Rate: 0.8
SNR Value: 4
"epoch: 0, Train Loss: 0.974702, Train Acc: 0.276103, Eval Loss: 0.820721, Eval Acc: 0.516317, PSNR: 2.778040"
"epoch: 1, Train Loss: 0.714941, Train Acc: 0.614572, Eval Loss: 0.622367, Eval Acc: 0.687500, PSNR: 5.591581"
"epoch: 2, Train Loss: 0.564956, Train Acc: 0.714486, Eval Loss: 0.510884, Eval Acc: 0.745748, PSNR: 5.940369"
"epoch: 3, Train Loss: 0.477917, Train Acc: 0.755580, Eval Loss: 0.443320, Eval Acc: 0.766911, PSNR: 4.769092"
"epoch: 4, Train Loss: 0.423478, Train Acc: 0.778218, Eval Loss: 0.399480, Eval Acc: 0.790744, PSNR: 8.616303"
"epoch: 5, Train Loss: 0.387515, Train Acc: 0.793593, Eval Loss: 0.370356, Eval Acc: 0.800138, PSNR: 8.703298"
"epoch: 6, Train Loss: 0.362543, Train Acc: 0.802905, Eval Loss: 0.349333, Eval Acc: 0.812203, PSNR: 8.055919"
"epoch: 7, Train Loss: 0.344592, Train Acc: 0.812000, Eval Loss: 0.334109, Eval Acc: 0.817741, PSNR: 7.880375"
"epoch: 8, Train Loss: 0.331249, Train Acc: 0.817347, Eval Loss: 0.321901, Eval Acc: 0.826642, PSNR: 11.899827"
"epoch: 9, Train Loss: 0.320760, Train Acc: 0.823677, Eval Loss: 0.313133, Eval Acc: 0.826938, PSNR: 10.526523"
"epoch: 10, Train Loss: 0.312352, Train Acc: 0.826609, Eval Loss: 0.305213, Eval Acc: 0.831586, PSNR: 10.327913"
"epoch: 11, Train Loss: 0.305274, Train Acc: 0.832906, Eval Loss: 0.298807, Eval Acc: 0.838509, PSNR: 14.254504"
"epoch: 12, Train Loss: 0.299314, Train Acc: 0.835255, Eval Loss: 0.293088, Eval Acc: 0.838608, PSNR: 10.119508"
"epoch: 13, Train Loss: 0.294157, Train Acc: 0.838186, Eval Loss: 0.288497, Eval Acc: 0.842662, PSNR: 11.151993"
"epoch: 14, Train Loss: 0.289543, Train Acc: 0.841035, Eval Loss: 0.284295, Eval Acc: 0.845431, PSNR: 12.037070"
"epoch: 15, Train Loss: 0.285394, Train Acc: 0.842701, Eval Loss: 0.280050, Eval Acc: 0.847508, PSNR: 11.572401"
"epoch: 16, Train Loss: 0.281758, Train Acc: 0.845366, Eval Loss: 0.276728, Eval Acc: 0.848892, PSNR: 9.857878"
"epoch: 17, Train Loss: 0.278290, Train Acc: 0.847098, Eval Loss: 0.273527, Eval Acc: 0.850178, PSNR: 10.544049"
"epoch: 18, Train Loss: 0.275168, Train Acc: 0.849114, Eval Loss: 0.270393, Eval Acc: 0.852848, PSNR: 10.352922"
"epoch: 19, Train Loss: 0.272462, Train Acc: 0.850780, Eval Loss: 0.267408, Eval Acc: 0.856013, PSNR: 11.448740"
"epoch: 20, Train Loss: 0.269677, Train Acc: 0.852212, Eval Loss: 0.265342, Eval Acc: 0.851068, PSNR: 11.464473"
"epoch: 21, Train Loss: 0.267173, Train Acc: 0.853278, Eval Loss: 0.262619, Eval Acc: 0.855024, PSNR: 9.761329"
"epoch: 22, Train Loss: 0.264855, Train Acc: 0.854378, Eval Loss: 0.260356, Eval Acc: 0.858683, PSNR: 11.761069"
"epoch: 23, Train Loss: 0.262564, Train Acc: 0.855644, Eval Loss: 0.258227, Eval Acc: 0.858584, PSNR: 12.496017"
"epoch: 24, Train Loss: 0.260400, Train Acc: 0.857259, Eval Loss: 0.256108, Eval Acc: 0.859771, PSNR: 11.946536"
"epoch: 25, Train Loss: 0.258410, Train Acc: 0.857976, Eval Loss: 0.254033, Eval Acc: 0.861155, PSNR: 11.676783"
"epoch: 26, Train Loss: 0.256546, Train Acc: 0.858342, Eval Loss: 0.252183, Eval Acc: 0.862441, PSNR: 12.367553"
"epoch: 27, Train Loss: 0.254547, Train Acc: 0.861624, Eval Loss: 0.250738, Eval Acc: 0.864023, PSNR: 12.299645"
"epoch: 28, Train Loss: 0.252797, Train Acc: 0.861157, Eval Loss: 0.248657, Eval Acc: 0.861946, PSNR: 13.182146"
"epoch: 29, Train Loss: 0.251194, Train Acc: 0.861174, Eval Loss: 0.247098, Eval Acc: 0.864814, PSNR: 12.606712"
"epoch: 30, Train Loss: 0.249489, Train Acc: 0.863023, Eval Loss: 0.245427, Eval Acc: 0.866792, PSNR: 12.578663"
"epoch: 31, Train Loss: 0.247904, Train Acc: 0.863939, Eval Loss: 0.243737, Eval Acc: 0.866594, PSNR: 13.135602"
"epoch: 32, Train Loss: 0.246440, Train Acc: 0.864489, Eval Loss: 0.242193, Eval Acc: 0.866891, PSNR: 14.512476"
"epoch: 33, Train Loss: 0.245119, Train Acc: 0.864672, Eval Loss: 0.240531, Eval Acc: 0.868176, PSNR: 12.881556"
"epoch: 34, Train Loss: 0.243595, Train Acc: 0.866438, Eval Loss: 0.239594, Eval Acc: 0.867286, PSNR: 14.177083"
"epoch: 35, Train Loss: 0.242282, Train Acc: 0.867404, Eval Loss: 0.238347, Eval Acc: 0.868275, PSNR: 11.874414"
"epoch: 36, Train Loss: 0.240929, Train Acc: 0.866521, Eval Loss: 0.236870, Eval Acc: 0.867979, PSNR: 15.784150"
"epoch: 37, Train Loss: 0.239612, Train Acc: 0.868054, Eval Loss: 0.235726, Eval Acc: 0.871835, PSNR: 13.835757"
"epoch: 38, Train Loss: 0.238337, Train Acc: 0.867104, Eval Loss: 0.234353, Eval Acc: 0.870649, PSNR: 13.504750"
"epoch: 39, Train Loss: 0.237252, Train Acc: 0.869570, Eval Loss: 0.233454, Eval Acc: 0.870055, PSNR: 13.473391"
"epoch: 40, Train Loss: 0.236043, Train Acc: 0.870186, Eval Loss: 0.231943, Eval Acc: 0.871737, PSNR: 14.067579"
"epoch: 41, Train Loss: 0.234916, Train Acc: 0.870619, Eval Loss: 0.230938, Eval Acc: 0.871440, PSNR: 12.374157"
"epoch: 42, Train Loss: 0.233651, Train Acc: 0.871235, Eval Loss: 0.229945, Eval Acc: 0.874506, PSNR: 14.473956"
"epoch: 43, Train Loss: 0.232581, Train Acc: 0.870769, Eval Loss: 0.228494, Eval Acc: 0.874506, PSNR: 12.210399"
"epoch: 44, Train Loss: 0.231499, Train Acc: 0.871135, Eval Loss: 0.227852, Eval Acc: 0.874703, PSNR: 14.056661"
"epoch: 45, Train Loss: 0.230702, Train Acc: 0.871702, Eval Loss: 0.227035, Eval Acc: 0.873319, PSNR: 12.743238"
"epoch: 46, Train Loss: 0.229447, Train Acc: 0.872884, Eval Loss: 0.225994, Eval Acc: 0.876286, PSNR: 13.713959"
"epoch: 47, Train Loss: 0.228584, Train Acc: 0.872518, Eval Loss: 0.225185, Eval Acc: 0.873714, PSNR: 14.327470"
"epoch: 48, Train Loss: 0.227530, Train Acc: 0.873984, Eval Loss: 0.223852, Eval Acc: 0.875000, PSNR: 13.199751"
"epoch: 49, Train Loss: 0.226790, Train Acc: 0.874534, Eval Loss: 0.223102, Eval Acc: 0.874604, PSNR: 13.574520"
"epoch: 50, Train Loss: 0.225652, Train Acc: 0.875616, Eval Loss: 0.221622, Eval Acc: 0.876978, PSNR: 14.850624"
"epoch: 51, Train Loss: 0.225051, Train Acc: 0.875067, Eval Loss: 0.220975, Eval Acc: 0.877275, PSNR: 14.511988"
"epoch: 52, Train Loss: 0.224003, Train Acc: 0.875250, Eval Loss: 0.220371, Eval Acc: 0.874802, PSNR: 13.108625"
"epoch: 53, Train Loss: 0.223129, Train Acc: 0.876049, Eval Loss: 0.219523, Eval Acc: 0.878659, PSNR: 13.877208"
"epoch: 54, Train Loss: 0.222103, Train Acc: 0.875483, Eval Loss: 0.218775, Eval Acc: 0.876879, PSNR: 13.633336"
"epoch: 55, Train Loss: 0.221530, Train Acc: 0.875750, Eval Loss: 0.217931, Eval Acc: 0.877472, PSNR: 15.140080"
"epoch: 56, Train Loss: 0.220674, Train Acc: 0.875700, Eval Loss: 0.216458, Eval Acc: 0.879648, PSNR: 14.609347"
"epoch: 57, Train Loss: 0.219783, Train Acc: 0.876999, Eval Loss: 0.216343, Eval Acc: 0.879945, PSNR: 14.487676"
"epoch: 58, Train Loss: 0.218946, Train Acc: 0.878232, Eval Loss: 0.215506, Eval Acc: 0.878758, PSNR: 13.310952"
"epoch: 59, Train Loss: 0.218259, Train Acc: 0.877199, Eval Loss: 0.214780, Eval Acc: 0.879252, PSNR: 14.771159"
"epoch: 60, Train Loss: 0.217428, Train Acc: 0.878082, Eval Loss: 0.213673, Eval Acc: 0.881922, PSNR: 15.338274"
"epoch: 61, Train Loss: 0.216733, Train Acc: 0.878248, Eval Loss: 0.213422, Eval Acc: 0.878659, PSNR: 15.514978"
"epoch: 62, Train Loss: 0.216037, Train Acc: 0.877332, Eval Loss: 0.212423, Eval Acc: 0.880340, PSNR: 16.290688"
"epoch: 63, Train Loss: 0.215401, Train Acc: 0.878182, Eval Loss: 0.211873, Eval Acc: 0.880241, PSNR: 15.626982"
"epoch: 64, Train Loss: 0.214620, Train Acc: 0.878581, Eval Loss: 0.210930, Eval Acc: 0.880637, PSNR: 15.216887"
"epoch: 65, Train Loss: 0.213812, Train Acc: 0.878765, Eval Loss: 0.210459, Eval Acc: 0.880835, PSNR: 16.156137"
"epoch: 66, Train Loss: 0.213204, Train Acc: 0.879214, Eval Loss: 0.209560, Eval Acc: 0.883900, PSNR: 14.668339"
"epoch: 67, Train Loss: 0.212390, Train Acc: 0.879964, Eval Loss: 0.209019, Eval Acc: 0.881032, PSNR: 15.867399"
"epoch: 68, Train Loss: 0.211813, Train Acc: 0.879614, Eval Loss: 0.208220, Eval Acc: 0.878362, PSNR: 13.222680"
"epoch: 69, Train Loss: 0.211212, Train Acc: 0.879631, Eval Loss: 0.207589, Eval Acc: 0.883900, PSNR: 14.472164"
"epoch: 70, Train Loss: 0.210513, Train Acc: 0.880564, Eval Loss: 0.206989, Eval Acc: 0.883604, PSNR: 15.624749"
"epoch: 71, Train Loss: 0.209753, Train Acc: 0.879797, Eval Loss: 0.206360, Eval Acc: 0.882120, PSNR: 14.875000"
"epoch: 72, Train Loss: 0.209128, Train Acc: 0.880997, Eval Loss: 0.205586, Eval Acc: 0.881527, PSNR: 16.115989"
"epoch: 73, Train Loss: 0.208513, Train Acc: 0.881047, Eval Loss: 0.204998, Eval Acc: 0.884593, PSNR: 14.311976"
"epoch: 74, Train Loss: 0.207986, Train Acc: 0.881263, Eval Loss: 0.204389, Eval Acc: 0.886175, PSNR: 15.300730"
"epoch: 75, Train Loss: 0.207328, Train Acc: 0.881846, Eval Loss: 0.203578, Eval Acc: 0.884889, PSNR: 15.869648"
"epoch: 76, Train Loss: 0.206746, Train Acc: 0.880580, Eval Loss: 0.203313, Eval Acc: 0.882318, PSNR: 14.861236"
"epoch: 77, Train Loss: 0.206110, Train Acc: 0.882429, Eval Loss: 0.202418, Eval Acc: 0.886175, PSNR: 14.885338"
"epoch: 78, Train Loss: 0.205530, Train Acc: 0.882313, Eval Loss: 0.202558, Eval Acc: 0.881428, PSNR: 17.506005"
"epoch: 79, Train Loss: 0.204901, Train Acc: 0.882479, Eval Loss: 0.201573, Eval Acc: 0.883109, PSNR: 16.804173"
"epoch: 80, Train Loss: 0.204462, Train Acc: 0.882729, Eval Loss: 0.200481, Eval Acc: 0.885483, PSNR: 16.534389"
"epoch: 81, Train Loss: 0.203971, Train Acc: 0.882862, Eval Loss: 0.200435, Eval Acc: 0.885878, PSNR: 15.776709"
"epoch: 82, Train Loss: 0.203305, Train Acc: 0.883346, Eval Loss: 0.199580, Eval Acc: 0.884296, PSNR: 16.666447"
"epoch: 83, Train Loss: 0.202592, Train Acc: 0.883595, Eval Loss: 0.199122, Eval Acc: 0.885186, PSNR: 15.882426"
"epoch: 84, Train Loss: 0.202224, Train Acc: 0.883495, Eval Loss: 0.198864, Eval Acc: 0.885483, PSNR: 16.961934"
"epoch: 85, Train Loss: 0.201619, Train Acc: 0.883679, Eval Loss: 0.198194, Eval Acc: 0.885878, PSNR: 16.690004"
"epoch: 86, Train Loss: 0.201098, Train Acc: 0.883612, Eval Loss: 0.197455, Eval Acc: 0.883801, PSNR: 14.645738"
"epoch: 87, Train Loss: 0.200560, Train Acc: 0.883745, Eval Loss: 0.196996, Eval Acc: 0.886076, PSNR: 16.119741"
"epoch: 88, Train Loss: 0.200026, Train Acc: 0.884128, Eval Loss: 0.196713, Eval Acc: 0.885384, PSNR: 16.516699"
"epoch: 89, Train Loss: 0.199627, Train Acc: 0.884145, Eval Loss: 0.195836, Eval Acc: 0.887263, PSNR: 16.168859"
"epoch: 90, Train Loss: 0.199049, Train Acc: 0.883995, Eval Loss: 0.195426, Eval Acc: 0.886570, PSNR: 16.323799"
"epoch: 91, Train Loss: 0.198508, Train Acc: 0.884512, Eval Loss: 0.195091, Eval Acc: 0.886472, PSNR: 15.840831"
"epoch: 92, Train Loss: 0.198101, Train Acc: 0.884711, Eval Loss: 0.194918, Eval Acc: 0.884691, PSNR: 16.132511"
"epoch: 93, Train Loss: 0.197394, Train Acc: 0.885744, Eval Loss: 0.193870, Eval Acc: 0.889933, PSNR: 14.245778"
"epoch: 94, Train Loss: 0.197029, Train Acc: 0.885578, Eval Loss: 0.193723, Eval Acc: 0.887460, PSNR: 16.153286"
"epoch: 95, Train Loss: 0.196494, Train Acc: 0.886361, Eval Loss: 0.193192, Eval Acc: 0.888252, PSNR: 17.401679"
"epoch: 96, Train Loss: 0.196096, Train Acc: 0.885811, Eval Loss: 0.192588, Eval Acc: 0.888153, PSNR: 14.840229"
"epoch: 97, Train Loss: 0.195531, Train Acc: 0.884895, Eval Loss: 0.192054, Eval Acc: 0.886867, PSNR: 16.733151"
